barcode,cycle_id,current(A),voltage(V),time(s)
demo,105,-2,3.522841232,541780
demo,105,-2,3.520598574,541790
demo,105,-2,3.518354707,541800
demo,105,-2,3.516109601,541810
demo,105,-2,3.513814958,541820
demo,105,-2,3.511482482,541830
demo,105,-2,3.509148671,541840
demo,105,-2,3.50681349,541850
demo,105,-2,3.504476904,541860
demo,105,-2,3.502078096,541870
demo,105,-2,3.499666017,541880
demo,105,-2,3.497252415,541890
demo,105,-2,3.49483725,541900
demo,105,-2,3.492412648,541910
demo,105,-2,3.489920294,541920
demo,105,-2,3.487426239,541930
demo,105,-2,3.484930434,541940
demo,105,-2,3.482432829,541950
demo,105,-2,3.479894255,541960
demo,105,-2,3.477243439,541970
demo,105,-2,3.474490909,541980
demo,105,-2,3.47173635,541990
demo,105,-2,3.468979699,542000
demo,105,-2,3.466099519,542010
demo,105,-2,3.463149617,542020
demo,105,-2,3.460197416,542030
demo,105,-2,3.45724284,542040
demo,105,-2,3.454285808,542050
demo,105,-2,3.451014108,542060
demo,105,-2,3.447709285,542070
demo,105,-2,3.444367399,542080
demo,105,-2,3.441020188,542090
demo,105,-2,3.437581052,542100
demo,105,-2,3.43373159,542110
demo,105,-2,3.429878992,542120
demo,105,-2,3.426023138,542130
demo,105,-2,3.422163904,542140
demo,105,-2,3.418102337,542150
demo,105,-2,3.413791829,542160
demo,105,-2,3.409477522,542170
demo,105,-2,3.405221215,542180
demo,105,-2,3.400978002,542190
demo,105,-2,3.396636213,542200
demo,105,-2,3.39225255,542210
demo,105,-2,3.387864209,542220
demo,105,-2,3.38347098,542230
demo,105,-2,3.379072641,542240
demo,105,-2,3.374819484,542250
demo,105,-2,3.370563119,542260
demo,105,-2,3.366300881,542270
demo,105,-2,3.361661556,542280
demo,105,-2,3.357061912,542290
demo,105,-2,3.35261747,542300
demo,105,-2,3.348165866,542310
demo,105,-2,3.343706715,542320
demo,105,-2,3.339239604,542330
demo,105,-2,3.334765653,542340
demo,105,-2,3.330284252,542350
demo,105,-2,3.325793441,542360
demo,105,-2,3.321292653,542370
demo,105,-2,3.316820466,542380
demo,105,-2,3.311906271,542390
demo,105,-2,3.306858092,542400
demo,105,-2,3.301797121,542410
demo,105,-2,3.296722483,542420
demo,105,-2,3.29153476,542430
demo,105,-2,3.284721466,542440
demo,105,-2,3.277891308,542450
demo,105,-2,3.271042986,542460
demo,105,-2,3.264175054,542470
demo,105,-2,3.256005177,542480
demo,105,-2,3.245194722,542490
demo,105,-2,3.234359214,542500
demo,105,-2,3.223496363,542510
demo,105,-2,3.212603576,542520
demo,105,-2,3.196920025,542530
demo,105,-2,3.177951787,542540
demo,105,-2,3.158943379,542550
demo,105,-2,3.13989029,542560
demo,105,-2,3.120787259,542570
demo,105,-2,3.087517166,542580
demo,105,-2,3.051594224,542590
demo,105,-2,3.015599103,542600
demo,105,-2,2.979521257,542610
demo,105,-2,2.93903493,542620
demo,105,-2,2.869805557,542630
demo,105,-2,2.800444735,542640
demo,106,4,3.165312502,542650
demo,106,4,3.240910452,542660
demo,106,4,3.30707816,542670
demo,106,4,3.344590642,542680
demo,106,4,3.381247126,542690
demo,106,4,3.404324307,542700
demo,106,4,3.42419446,542710
demo,106,4,3.440441423,542720
demo,106,4,3.452318003,542730
demo,106,4,3.463895175,542740
demo,106,4,3.472366648,542750
demo,106,4,3.480873257,542760
demo,106,4,3.488603568,542770
demo,106,4,3.496170379,542780
demo,106,4,3.503784122,542790
demo,106,4,3.51144636,542800
demo,106,4,3.519150474,542810
demo,106,4,3.527322272,542820
demo,106,4,3.534840193,542830
demo,106,4,3.542519712,542840
demo,106,4,3.550346959,542850
demo,106,4,3.558136814,542860
demo,106,4,3.5657603,542870
demo,106,4,3.573565222,542880
demo,106,4,3.580604903,542890
demo,106,4,3.587567712,542900
demo,106,4,3.594033462,542910
demo,106,4,3.600044542,542920
demo,106,4,3.605898176,542930
demo,106,4,3.611186108,542940
demo,106,4,3.616490193,542950
demo,106,4,3.621511666,542960
demo,106,4,3.626467859,542970
demo,106,4,3.631132194,542980
demo,106,4,3.635616628,542990
demo,106,4,3.640105096,543000
demo,106,4,3.644465611,543010
demo,106,4,3.648837206,543020
demo,106,4,3.653119444,543030
demo,106,4,3.657366546,543040
demo,106,4,3.661568679,543050
demo,106,4,3.665664964,543060
demo,106,4,3.669769974,543070
demo,106,4,3.673688624,543080
demo,106,4,3.677707681,543090
demo,106,4,3.681600572,543100
demo,106,4,3.685402566,543110
demo,106,4,3.68915291,543120
demo,106,4,3.69270275,543130
demo,106,4,3.696259108,543140
demo,106,4,3.699580953,543150
demo,106,4,3.70286755,543160
demo,106,4,3.706022181,543170
demo,106,4,3.709036989,543180
demo,106,4,3.711913939,543190
demo,106,4,3.714513967,543200
demo,106,4,3.717119064,543210
demo,106,4,3.719550743,543220
demo,106,4,3.721928405,543230
demo,106,4,3.724236048,543240
demo,106,4,3.726428915,543250
demo,106,4,3.728623586,543260
demo,106,4,3.73068111,543270
demo,106,4,3.732742373,543280
demo,106,4,3.735146959,543290
demo,106,4,3.737650427,543300
demo,106,4,3.740145481,543310
demo,106,4,3.742613909,543320
demo,106,4,3.745085958,543330
demo,106,4,3.747560718,543340
demo,106,4,3.750038825,543350
demo,106,4,3.752522538,543360
demo,106,4,3.755011289,543370
demo,106,4,3.757506009,543380
demo,106,4,3.76009327,543390
demo,106,4,3.762977095,543400
demo,106,4,3.765909713,543410
demo,106,4,3.76885522,543420
demo,106,4,3.771821232,543430
demo,106,4,3.774811195,543440
demo,106,4,3.777807022,543450
demo,106,4,3.780837333,543460
demo,106,4,3.7838703,543470
demo,106,4,3.786927153,543480
demo,106,4,3.789994714,543490
demo,106,4,3.793307059,543500
demo,106,4,3.796685921,543510
demo,106,4,3.800067238,543520
demo,106,4,3.803473231,543530
demo,106,4,3.806881804,543540
demo,106,4,3.810308634,543550
demo,106,4,3.813747309,543560
demo,106,4,3.817561953,543570
demo,106,4,3.821832702,543580
demo,106,4,3.826105705,543590
demo,106,4,3.830435709,543600
demo,106,4,3.834774429,543610
demo,106,4,3.839171023,543620
demo,106,4,3.843517892,543630
demo,106,4,3.847617161,543640
demo,106,4,3.851865705,543650
demo,106,4,3.856116376,543660
demo,106,4,3.860584017,543670
demo,106,4,3.86510877,543680
demo,106,4,3.869791178,543690
demo,106,4,3.875066914,543700
demo,106,4,3.880511301,543710
demo,106,4,3.886316321,543720
demo,106,4,3.892123407,543730
demo,106,4,3.898111384,543740
demo,106,4,3.904178621,543750
demo,106,4,3.910119107,543760
demo,106,4,3.916053271,543770
demo,106,4,3.921989495,543780
demo,106,4,3.927657364,543790
demo,106,4,3.933317972,543800
demo,106,4,3.938137149,543810
demo,106,4,3.942765088,543820
demo,106,4,3.947304972,543830
demo,106,4,3.951553284,543840
demo,106,4,3.955803696,543850
demo,106,4,3.959803634,543860
demo,106,4,3.963718913,543870
demo,106,4,3.967438763,543880
demo,106,4,3.971064195,543890
demo,106,4,3.974675153,543900
demo,106,4,3.978183599,543910
demo,106,4,3.981694248,543920
demo,106,4,3.985217686,543930
demo,106,4,3.989522934,543940
demo,106,4,3.993812669,543950
demo,106,4,3.998078611,543960
demo,106,3.875913163,4.000000828,543970
demo,106,3.677518931,3.999999891,543980
demo,106,3.501909728,4.000000032,543990
demo,106,3.342110131,4.000004845,544000
demo,106,3.204451223,3.999988907,544010
demo,106,3.077526776,4.000002378,544020
demo,106,2.954418586,3.999986821,544030
demo,106,2.838116866,4.000001013,544040
demo,106,2.72573784,4.000000601,544050
demo,106,2.617866461,4.000000303,544060
demo,106,2.514331855,3.999997946,544070
demo,106,2.414895239,3.999998448,544080
demo,106,2.319605024,4.00000069,544090
demo,106,2.22800167,4.000000389,544100
demo,106,2.131999721,4.00002924,544110
demo,106,2.026486232,3.999996345,544120
demo,106,1.92980055,4.000000057,544130
demo,106,1.837828177,4.000000017,544140
demo,106,1.750030916,4.000000193,544150
demo,106,1.666577887,3.999999923,544160
demo,106,1.587195031,3.999999974,544170
demo,106,1.511556289,3.999999978,544180
demo,106,1.439575615,4.000000066,544190
demo,106,1.371048513,3.999999978,544200
demo,106,1.305765154,4.000000029,544210
demo,106,1.243641471,3.999999898,544220
demo,106,1.184412566,3.99999984,544230
demo,106,1.12810591,3.999999715,544240
demo,106,1.074307501,3.99999501,544250
demo,106,1.02275285,3.999983678,544260
demo,106,0.973341367,3.999992264,544270
demo,106,0.925973393,4.000009799,544280
demo,106,0.880496216,4.00001661,544290
demo,106,0.836692409,4.000010719,544300
demo,106,0.79452131,3.999993549,544310
demo,106,0.755369019,3.999994592,544320
demo,106,0.718485834,4.00000146,544330
demo,106,0.68309682,4.00000169,544340
demo,106,0.649443363,4.000002102,544350
demo,106,0.61741186,4.000001577,544360
demo,106,0.586865319,3.999999676,544370
demo,106,0.557905204,3.999999268,544380
demo,106,0.530399526,3.99999957,544390
demo,106,0.504248081,3.999999757,544400
demo,106,0.479406542,4.000000407,544410
demo,106,0.455794523,4.000000902,544420
demo,106,0.433337818,4.000000952,544430
demo,106,0.411968068,4.000000525,544440
demo,106,0.391624937,3.999999688,544450
demo,106,0.37232163,3.999999344,544460
demo,106,0.354001887,3.999999487,544470
demo,106,0.336585765,3.999999823,544480
demo,106,0.320000259,4.000000063,544490
demo,106,0.304243276,4.000000113,544500
demo,106,0.289268795,4.000000064,544510
demo,106,0.275012281,4.000000009,544520
demo,106,0.261442286,4.000000003,544530
demo,106,0.248570286,4.000000002,544540
demo,106,0.236339176,4,544550
demo,106,0.224690517,3.999999995,544560
demo,106,0.213618923,3.999999991,544570
demo,106,0.203104238,3.999999992,544580
demo,106,0.193101879,3.999999995,544590
demo,106,0.183577956,3.999999999,544600
demo,106,0.174536705,4,544610
demo,106,0.16594549,4,544620
demo,106,0.157766617,4.000000001,544630
demo,106,0.149988253,4.000000002,544640
demo,106,0.142603608,4.000000001,544650
demo,106,0.135581447,4,544660
demo,106,0.128893148,3.999999998,544670
demo,106,0.122535386,3.999999997,544680
demo,106,0.116492791,3.999999998,544690
demo,106,0.110744618,3.999999999,544700
demo,106,0.105274853,4.000000001,544710
demo,106,0.100074808,4.000000001,544720
demo,106,-2,3.954864829,544730
demo,106,-2,3.950468756,544740
demo,106,-2,3.94681559,544750
demo,106,-2,3.943637009,544760
demo,106,-2,3.94075786,544770
demo,106,-2,3.938063408,544780
demo,106,-2,3.935481962,544790
demo,106,-2,3.93297219,544800
demo,106,-2,3.930554305,544810
demo,106,-2,3.928213106,544820
demo,106,-2,3.925888426,544830
demo,106,-2,3.923572781,544840
demo,106,-2,3.921264042,544850
demo,106,-2,3.918959486,544860
demo,106,-2,3.916657598,544870
demo,106,-2,3.914356944,544880
demo,106,-2,3.912055456,544890
demo,106,-2,3.909754684,544900
demo,106,-2,3.90745402,544910
demo,106,-2,3.905152607,544920
demo,106,-2,3.903132944,544930
demo,106,-2,3.901249917,544940
demo,106,-2,3.899366629,544950
demo,106,-2,3.897483276,544960
demo,106,-2,3.895599773,544970
demo,106,-2,3.893713673,544980
demo,106,-2,3.891826353,544990
demo,106,-2,3.889938617,545000
demo,106,-2,3.888050544,545010
demo,106,-2,3.8861622,545020
demo,106,-2,3.884268541,545030
demo,106,-2,3.882374574,545040
demo,106,-2,3.880480323,545050
demo,106,-2,3.878585782,545060
demo,106,-2,3.876543387,545070
demo,106,-2,3.874457363,545080
demo,106,-2,3.872371034,545090
demo,106,-2,3.870284397,545100
demo,106,-2,3.868197444,545110
demo,106,-2,3.866103168,545120
demo,106,-2,3.864002415,545130
demo,106,-2,3.861901377,545140
demo,106,-2,3.859800055,545150
demo,106,-2,3.85769845,545160
demo,106,-2,3.855579018,545170
demo,106,-2,3.853454915,545180
demo,106,-2,3.851330534,545190
demo,106,-2,3.849220462,545200
demo,106,-2,3.847524743,545210
demo,106,-2,3.845794594,545220
demo,106,-2,3.844064172,545230
demo,106,-2,3.842333477,545240
demo,106,-2,3.84060251,545250
demo,106,-2,3.838850831,545260
demo,106,-2,3.837058649,545270
demo,106,-2,3.835266197,545280
demo,106,-2,3.833473477,545290
demo,106,-2,3.831680489,545300
demo,106,-2,3.829828408,545310
demo,106,-2,3.827937718,545320
demo,106,-2,3.826007151,545330
demo,106,-2,3.82404168,545340
demo,106,-2,3.822075948,545350
demo,106,-2,3.819982933,545360
demo,106,-2,3.817871333,545370
demo,106,-2,3.815759474,545380
demo,106,-2,3.813647357,545390
demo,106,-2,3.811507652,545400
demo,106,-2,3.809203108,545410
demo,106,-2,3.806898309,545420
demo,106,-2,3.804593253,545430
demo,106,-2,3.802287942,545440
demo,106,-2,3.799898874,545450
demo,106,-2,3.797299132,545460
demo,106,-2,3.794474638,545470
demo,106,-2,3.79164989,545480
demo,106,-2,3.788824888,545490
demo,106,-2,3.785904606,545500
demo,106,-2,3.782939218,545510
demo,106,-2,3.779973577,545520
demo,106,-2,3.777007682,545530
demo,106,-2,3.774041533,545540
demo,106,-2,3.771069472,545550
demo,106,-2,3.768084586,545560
demo,106,-2,3.765049082,545570
demo,106,-2,3.762013324,545580
demo,106,-2,3.759004994,545590
demo,106,-2,3.756096748,545600
demo,106,-2,3.753188247,545610
demo,106,-2,3.750279492,545620
demo,106,-2,3.747370481,545630
demo,106,-2,3.744554089,545640
demo,106,-2,3.741836191,545650
demo,106,-2,3.739118036,545660
demo,106,-2,3.736399623,545670
demo,106,-2,3.733872736,545680
demo,106,-2,3.731553537,545690
demo,106,-2,3.729278712,545700
demo,106,-2,3.727003627,545710
demo,106,-2,3.724728282,545720
demo,106,-2,3.722455583,545730
demo,106,-2,3.720314652,545740
demo,106,-2,3.718173458,545750
demo,106,-2,3.716032001,545760
demo,106,-2,3.713890279,545770
demo,106,-2,3.711773753,545780
demo,106,-2,3.709719297,545790
demo,106,-2,3.707664574,545800
demo,106,-2,3.705485378,545810
demo,106,-2,3.703240169,545820
demo,106,-2,3.701024142,545830
demo,106,-2,3.698831131,545840
demo,106,-2,3.696637847,545850
demo,106,-2,3.694444289,545860
demo,106,-2,3.692250455,545870
demo,106,-2,3.69008168,545880
demo,106,-2,3.687917931,545890
demo,106,-2,3.685753901,545900
demo,106,-2,3.683589591,545910
demo,106,-2,3.68142675,545920
demo,106,-2,3.679386317,545930
demo,106,-2,3.6776349,545940
demo,106,-2,3.675883195,545950
demo,106,-2,3.674131199,545960
demo,106,-2,3.672383535,545970
demo,106,-2,3.670643661,545980
demo,106,-2,3.668903492,545990
demo,106,-2,3.667163024,546000
demo,106,-2,3.665422257,546010
demo,106,-2,3.663688283,546020
demo,106,-2,3.661958132,546030
demo,106,-2,3.660227674,546040
demo,106,-2,3.658496907,546050
demo,106,-2,3.656765829,546060
demo,106,-2,3.655045503,546070
demo,106,-2,3.653400969,546080
demo,106,-2,3.65182208,546090
demo,106,-2,3.65024287,546100
demo,106,-2,3.648665821,546110
demo,106,-2,3.647100665,546120
demo,106,-2,3.645535177,546130
demo,106,-2,3.643969356,546140
demo,106,-2,3.642403199,546150
demo,106,-2,3.640844335,546160
demo,106,-2,3.639294941,546170
demo,106,-2,3.6377452,546180
demo,106,-2,3.63619511,546190
demo,106,-2,3.634644666,546200
demo,106,-2,3.633107582,546210
demo,106,-2,3.631575849,546220
demo,106,-2,3.630043752,546230
demo,106,-2,3.628511287,546240
demo,106,-2,3.626978449,546250
demo,106,-2,3.625472423,546260
demo,106,-2,3.62396673,546270
demo,106,-2,3.622460652,546280
demo,106,-2,3.621097556,546290
demo,106,-2,3.619777737,546300
demo,106,-2,3.618463379,546310
demo,106,-2,3.617148617,546320
demo,106,-2,3.615833448,546330
demo,106,-2,3.614517865,546340
demo,106,-2,3.613202934,546350
demo,106,-2,3.611888601,546360
demo,106,-2,3.610573839,546370
demo,106,-2,3.609258643,546380
demo,106,-2,3.607943007,546390
demo,106,-2,3.606626568,546400
demo,106,-2,3.605309576,546410
demo,106,-2,3.603992127,546420
demo,106,-2,3.602674213,546430
demo,106,-2,3.601354811,546440
demo,106,-2,3.600014808,546450
demo,106,-2,3.598674321,546460
demo,106,-2,3.597333342,546470
demo,106,-2,3.595991865,546480
demo,106,-2,3.594635219,546490
demo,106,-2,3.593423859,546500
demo,106,-2,3.592298255,546510
demo,106,-2,3.591172123,546520
demo,106,-2,3.590045454,546530
demo,106,-2,3.588876206,546540
demo,106,-2,3.587676567,546550
demo,106,-2,3.586476365,546560
demo,106,-2,3.585275591,546570
demo,106,-2,3.584074236,546580
demo,106,-2,3.582789529,546590
demo,106,-2,3.581489984,546600
demo,106,-2,3.580189827,546610
demo,106,-2,3.578889049,546620
demo,106,-2,3.577573219,546630
demo,106,-2,3.576152551,546640
demo,106,-2,3.574731228,546650
demo,106,-2,3.57330924,546660
demo,106,-2,3.571886573,546670
demo,106,-2,3.570410938,546680
demo,106,-2,3.568852808,546690
demo,106,-2,3.567232882,546700
demo,106,-2,3.565594554,546710
demo,106,-2,3.563955482,546720
demo,106,-2,3.562222369,546730
demo,106,-2,3.560440058,546740
demo,106,-2,3.558656959,546750
demo,106,-2,3.556873056,546760
demo,106,-2,3.555088333,546770
demo,106,-2,3.553172008,546780
demo,106,-2,3.551244475,546790
demo,106,-2,3.54931607,546800
demo,106,-2,3.547386774,546810
demo,106,-2,3.545430628,546820
demo,106,-2,3.543366438,546830
demo,106,-2,3.541301298,546840
demo,106,-2,3.53923519,546850
demo,106,-2,3.53716809,546860
demo,106,-2,3.535044746,546870
demo,106,-2,3.532856388,546880
demo,106,-2,3.530666969,546890
demo,106,-2,3.528492915,546900
demo,106,-2,3.526355244,546910
demo,106,-2,3.524141799,546920
demo,106,-2,3.521899815,546930
demo,106,-2,3.519656638,546940
demo,106,-2,3.517412241,546950
demo,106,-2,3.515166591,546960
demo,106,-2,3.51283486,546970
demo,106,-2,3.510501812,546980
demo,106,-2,3.508167415,546990
demo,106,-2,3.505831632,547000
demo,106,-2,3.503474955,547010
demo,106,-2,3.501063723,547020
demo,106,-2,3.498650993,547030
demo,106,-2,3.496236723,547040
demo,106,-2,3.49382087,547050
demo,106,-2,3.491363712,547060
demo,106,-2,3.48887063,547070
demo,106,-2,3.486375827,547080
demo,106,-2,3.483879253,547090
demo,106,-2,3.481380854,547100
demo,106,-2,3.47879644,547110
demo,106,-2,3.476090259,547120
demo,106,-2,3.473336862,547130
demo,106,-2,3.470581409,547140
demo,106,-2,3.467809967,547150
demo,106,-2,3.46486134,547160
demo,106,-2,3.461910456,547170
demo,106,-2,3.45895724,547180
demo,106,-2,3.456001615,547190
demo,106,-2,3.452926392,547200
demo,106,-2,3.449623073,547210
demo,106,-2,3.446305711,547220
demo,106,-2,3.442960114,547230
demo,106,-2,3.439611658,547240
demo,106,-2,3.43595742,547250
demo,106,-2,3.432106619,547260
demo,106,-2,3.428252632,547270
demo,106,-2,3.424395337,547280
demo,106,-2,3.420534605,547290
demo,106,-2,3.416280157,547300
demo,106,-2,3.41196803,547310
demo,106,-2,3.407664659,547320
demo,106,-2,3.403423811,547330
demo,106,-2,3.399159435,547340
demo,106,-2,3.394778345,547350
demo,106,-2,3.39039269,547360
demo,106,-2,3.386002269,547370
demo,106,-2,3.381606866,547380
demo,106,-2,3.377269738,547390
demo,106,-2,3.373016592,547400
demo,106,-2,3.368757729,547410
demo,106,-2,3.36435846,547420
demo,106,-2,3.359707762,547430
demo,106,-2,3.355198618,547440
demo,106,-2,3.350751135,547450
demo,106,-2,3.346296326,547460
demo,106,-2,3.341833797,547470
demo,106,-2,3.337363119,547480
demo,106,-2,3.332886693,547490
demo,106,-2,3.328401302,547500
demo,106,-2,3.323906263,547510
demo,106,-2,3.319400989,547520
demo,106,-2,3.314821256,547530
demo,106,-2,3.309779994,547540
demo,106,-2,3.304726405,547550
demo,106,-2,3.299659656,547560
demo,106,-2,3.294578835,547570
demo,106,-2,3.288648531,547580
demo,106,-2,3.28182812,547590
demo,106,-2,3.274990301,547600
demo,106,-2,3.268133715,547610
demo,106,-2,3.261256847,547620
demo,106,-2,3.251400902,547630
demo,106,-2,3.240579913,547640
demo,106,-2,3.22973292,547650
demo,106,-2,3.218857507,547660
demo,106,-2,3.207750208,547670
demo,106,-2,3.188803056,547680
demo,106,-2,3.16981802,547690
demo,106,-2,3.150790953,547700
demo,106,-2,3.131717038,547710
demo,106,-2,3.107808537,547720
demo,106,-2,3.072121252,547730
demo,106,-2,3.036168377,547740
demo,106,-2,3.000139028,547750
demo,106,-2,2.96402173,547760
demo,106,-2,2.909296942,547770
demo,106,-2,2.84001366,547780
demo,107,4,3.109720308,547790
demo,107,4,3.198608315,547800
demo,107,4,3.272401487,547810
demo,107,4,3.323465531,547820
demo,107,4,3.360552946,547830
demo,107,4,3.393018464,547840
demo,107,4,3.413024852,547850
demo,107,4,3.432821773,547860
demo,107,4,3.445686602,547870
demo,107,4,3.457554834,547880
demo,107,4,3.46767138,547890
demo,107,4,3.476156616,547900
demo,107,4,3.484509015,547910
demo,107,4,3.491993037,547920
demo,107,4,3.499579031,547930
demo,107,4,3.5072145,547940
demo,107,4,3.5148951,547950
demo,107,4,3.522797265,547960
demo,107,4,3.530707103,547970
demo,107,4,3.538192729,547980
demo,107,4,3.546002134,547990
demo,107,4,3.553842381,548000
demo,107,4,3.561531275,548010
demo,107,4,3.569238159,548020
demo,107,4,3.576771329,548030
demo,107,4,3.583721643,548040
demo,107,4,3.590693594,548050
demo,107,4,3.596741966,548060
demo,107,4,3.602731861,548070
demo,107,4,3.608294553,548080
demo,107,4,3.61358954,548090
demo,107,4,3.618817902,548100
demo,107,4,3.623765957,548110
demo,107,4,3.628668161,548120
demo,107,4,3.633176347,548130
demo,107,4,3.637666106,548140
demo,107,4,3.642096196,548150
demo,107,4,3.646461533,548160
demo,107,4,3.650820614,548170
demo,107,4,3.655062044,548180
demo,107,4,3.659313306,548190
demo,107,4,3.663446639,548200
demo,107,4,3.667546715,548210
demo,107,4,3.671577031,548220
demo,107,4,3.675532905,548230
demo,107,4,3.679557465,548240
demo,107,4,3.683355304,548250
demo,107,4,3.687160355,548260
demo,107,4,3.690799455,548270
demo,107,4,3.69435212,548280
demo,107,4,3.697831396,548290
demo,107,4,3.701114563,548300
demo,107,4,3.704403687,548310
demo,107,4,3.707439153,548320
demo,107,4,3.710430635,548330
demo,107,4,3.713148637,548340
demo,107,4,3.715750858,548350
demo,107,4,3.718315057,548360
demo,107,4,3.720690018,548370
demo,107,4,3.723069671,548380
demo,107,4,3.725296007,548390
demo,107,4,3.72749075,548400
demo,107,4,3.72962551,548410
demo,107,4,3.731684648,548420
demo,107,4,3.733853171,548430
demo,107,4,3.736354559,548440
demo,107,4,3.738859592,548450
demo,107,4,3.741338045,548460
demo,107,4,3.743808019,548470
demo,107,4,3.746281283,548480
demo,107,4,3.748757449,548490
demo,107,4,3.751236985,548500
demo,107,4,3.753723872,548510
demo,107,4,3.756213957,548520
demo,107,4,3.758716656,548530
demo,107,4,3.761474196,548540
demo,107,4,3.764373276,548550
demo,107,4,3.767317137,548560
demo,107,4,3.770263868,548570
demo,107,4,3.773247757,548580
demo,107,4,3.776238908,548590
demo,107,4,3.77925088,548600
demo,107,4,3.782282336,548610
demo,107,4,3.785320918,548620
demo,107,4,3.788387017,548630
demo,107,4,3.791535958,548640
demo,107,4,3.79490816,548650
demo,107,4,3.79828808,548660
demo,107,4,3.801679885,548670
demo,107,4,3.805087098,548680
demo,107,4,3.808498082,548690
demo,107,4,3.81193543,548700
demo,107,4,3.815375097,548710
demo,107,4,3.819567262,548720
demo,107,4,3.823838981,548730
demo,107,4,3.828132745,548740
demo,107,4,3.832470206,548750
demo,107,4,3.836809868,548760
demo,107,4,3.841252678,548770
demo,107,4,3.845427152,548780
demo,107,4,3.849602724,548790
demo,107,4,3.853852182,548800
demo,107,4,3.858164611,548810
demo,107,4,3.862688164,548820
demo,107,4,3.867213817,548830
demo,107,4,3.872150944,548840
demo,107,4,3.877569477,548850
demo,107,4,3.883179281,548860
demo,107,4,3.888985188,548870
demo,107,4,3.894825878,548880
demo,107,4,3.90089194,548890
demo,107,4,3.906903327,548900
demo,107,4,3.912839161,548910
demo,107,4,3.918774209,548920
demo,107,4,3.924600545,548930
demo,107,4,3.930259974,548940
demo,107,4,3.935652692,548950
demo,107,4,3.940279446,548960
demo,107,4,3.944908279,548970
demo,107,4,3.949284286,548980
demo,107,4,3.953533499,548990
demo,107,4,3.957698115,549000
demo,107,4,3.96166087,549010
demo,107,4,3.965509315,549020
demo,107,4,3.969146659,549030
demo,107,4,3.97277302,549040
demo,107,4,3.97633282,549050
demo,107,4,3.97984221,549060
demo,107,4,3.983339106,549070
demo,107,4,3.987240667,549080
demo,107,4,3.991546887,549090
demo,107,4,3.99581877,549100
demo,107,3.995208189,4,549110
demo,107,3.7791549,3.999999484,549120
demo,107,3.592883344,3.999999932,549130
demo,107,3.425322547,4.000000348,549140
demo,107,3.274969546,3.999997534,549150
demo,107,3.145595929,4.000018683,549160
demo,107,3.019400424,3.999997219,549170
demo,107,2.899292699,3.999989717,549180
demo,107,2.785305213,4.000003801,549190
demo,107,2.674973072,4.000000086,549200
demo,107,2.569200063,3.999998827,549210
demo,107,2.467629308,3.999997677,549220
demo,107,2.370248844,3.999999843,549230
demo,107,2.276705127,4.000000638,549240
demo,107,2.185038269,3.999962139,549250
demo,107,2.083112479,4.000026794,549260
demo,107,1.981334192,3.999999999,549270
demo,107,1.887124887,4.000000062,549280
demo,107,1.797206157,4.000000008,549290
demo,107,1.711453296,4.000000066,549300
demo,107,1.62996234,3.999999942,549310
demo,107,1.552338915,3.999999944,549320
demo,107,1.478478689,4.000000074,549330
demo,107,1.408066272,4.000000093,549340
demo,107,1.341133617,3.999999961,549350
demo,107,1.277266882,4.00000007,549360
demo,107,1.21656791,3.999999858,549370
demo,107,1.15864814,3.999999891,549380
demo,107,1.103599752,3.999998774,549390
demo,107,1.050859295,3.999991181,549400
demo,107,1.000268457,3.999977054,549410
demo,107,0.951722047,3.999998433,549420
demo,107,0.905192837,4.000009993,549430
demo,107,0.860570926,4.000012443,549440
demo,107,0.817595819,4.000002748,549450
demo,107,0.776727099,3.999992105,549460
demo,107,0.738732506,3.999997974,549470
demo,107,0.702568286,4.000002237,549480
demo,107,0.667924083,4.000001391,549490
demo,107,0.635032069,4.000001693,549500
demo,107,0.603705775,4.000000762,549510
demo,107,0.57387257,3.999999318,549520
demo,107,0.545596786,3.999999335,549530
demo,107,0.518747534,4.000000184,549540
demo,107,0.49318967,4.000000364,549550
demo,107,0.468864777,4.000000051,549560
demo,107,0.445741057,3.999999946,549570
demo,107,0.423773631,3.999999986,549580
demo,107,0.40287838,3.999999995,549590
demo,107,0.383018246,3.999999993,549600
demo,107,0.36413585,3.999999999,549610
demo,107,0.346179515,3.999999999,549620
demo,107,0.329114202,3.999999999,549630
demo,107,0.312880335,4,549640
demo,107,0.297444005,3.999999999,549650
demo,107,0.282769702,3.999999998,549660
demo,107,0.268818701,3.999999998,549670
demo,107,0.255552276,3.999999999,549680
demo,107,0.24293263,4.000000001,549690
demo,107,0.230930859,4.000000002,549700
demo,107,0.219521082,4.000000003,549710
demo,107,0.208677169,4.000000002,549720
demo,107,0.198372987,4,549730
demo,107,0.188578581,3.999999998,549740
demo,107,0.179258395,3.999999997,549750
demo,107,0.170394037,3.999999998,549760
demo,107,0.161968495,3.999999999,549770
demo,107,0.153964756,4.000000001,549780
demo,107,0.146359901,4.000000002,549790
demo,107,0.139124309,4.000000003,549800
demo,107,0.132243842,4.000000002,549810
demo,107,0.125705051,4.000000001,549820
demo,107,0.119494489,4,549830
demo,107,0.11359212,3.999999999,549840
demo,107,0.107975824,3.999999999,549850
demo,107,0.102636237,3.999999999,549860
demo,107,-2,3.957465649,549870
demo,107,-2,3.952510092,549880
demo,107,-2,3.948531761,549890
